,Airline,Date_of_Journey,Source,Destination,Route,Total_Stops,Additional_Info,Price,journey_year,journey_month,journey_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hr,duration_min
203,Air India,2019-05-18,Delhi,Cochin,DEL → COK,non-stop,No info,6934,2019,5,18,5,10,8,0,2,50
204,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10877,2019,3,6,6,40,19,0,12,20
205,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,4,18,15,15,18,10,2,55
206,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7048,2019,3,27,16,0,1,35,9,35
207,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,4878,2019,6,27,17,0,19,35,2,35
208,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,14,5,23,35,9,30
209,Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,15129,2019,5,18,23,5,4,25,29,20
210,IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,12,5,0,30,3,25,2,55
211,SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5583,2019,6,6,6,5,11,20,5,15
212,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,9646,2019,6,6,7,5,16,10,9,5
213,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7677,2019,3,6,8,30,19,15,10,45
214,IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6842,2019,1,6,5,10,10,5,4,55
215,Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,6,24,8,45,10,15,1,30
216,Vistara,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,9555,2019,9,6,7,10,18,50,11,40
217,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,non-stop,No info,4077,2019,1,6,1,30,4,15,2,45
218,Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,12,5,15,15,18,10,2,55
219,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12192,2019,9,6,9,0,19,0,10,0
220,Air India,2019-12-04,Banglore,Delhi,BLR → DEL,non-stop,No info,5911,2019,12,4,10,0,12,45,2,45
221,Air India,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8372,2019,12,6,9,0,19,15,10,15
222,Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,3,18,7,10,8,35,1,25
223,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14323,2019,9,5,10,0,19,15,9,15
224,Jet Airways,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13014,2019,9,6,5,30,4,25,22,55
225,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,13591,2019,6,6,14,25,19,15,28,50
226,Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,18799,2019,3,3,5,25,18,50,37,25
227,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,4,27,23,30,2,20,2,50
228,SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,1965,2019,5,21,5,45,7,15,1,30
229,Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,5,27,10,20,11,50,1,30
230,Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14641,2019,3,24,16,50,18,30,25,40
231,Air India,2019-12-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4460,2019,12,4,20,45,23,20,2,35
232,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10191,2019,5,18,13,0,19,15,6,15
233,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,13843,2019,9,3,2,15,19,45,17,30
234,IndiGo,2019-01-05,Delhi,Cochin,DEL → LKO → COK,1 stop,No info,6349,2019,1,5,21,50,3,35,5,45
235,Air Asia,2019-01-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,4409,2019,1,5,10,20,12,55,2,35
236,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,17024,2019,6,3,18,15,19,45,25,30
237,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13727,2019,5,18,7,5,21,0,13,55
238,IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,non-stop,No info,8855,2019,3,15,18,25,21,20,2,55
239,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12524,2019,6,24,8,45,19,0,10,15
240,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,13555,2019,3,18,11,40,20,20,8,40
241,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,6,6,6,30,12,0,5,30
242,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13587,2019,9,6,9,0,21,0,12,0
243,SpiceJet,2019-12-06,Chennai,Kolkata,MAA → CCU,non-stop,No check-in baggage included,3543,2019,12,6,9,45,12,0,2,15
244,Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,non-stop,No info,4842,2019,3,18,7,5,9,20,2,15
245,IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,4,24,23,30,2,20,2,50
246,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10577,2019,9,6,19,15,4,25,9,10
247,IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6979,2019,5,15,10,35,21,0,10,25
248,Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,non-stop,No info,11982,2019,6,27,17,45,20,5,2,20
249,SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,1 stop,No info,5264,2019,6,6,8,45,13,15,4,30
250,Vistara,2019-03-03,Delhi,Cochin,DEL → COK,non-stop,No info,8001,2019,3,3,6,0,9,10,3,10
251,Air India,2019-01-06,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,10651,2019,1,6,19,45,19,15,23,30
252,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,24,16,30,19,50,27,20
253,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6601,2019,3,27,9,45,22,20,12,35
254,Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6587,2019,3,21,19,0,19,15,24,15
255,SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3173,2019,3,21,13,10,14,30,1,20
256,Air India,2019-09-05,Banglore,Delhi,BLR → DEL,non-stop,No info,5228,2019,9,5,10,0,12,45,2,45
257,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,5769,2019,6,21,7,10,10,10,3,0
258,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,6,6,8,0,19,0,11,0
259,Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13014,2019,3,6,5,30,19,0,13,30
260,IndiGo,2019-03-06,Banglore,Delhi,BLR → DEL,non-stop,No info,3359,2019,3,6,22,10,1,0,2,50
261,GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,6722,2019,3,3,20,55,23,50,2,55
262,IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4462,2019,3,18,9,35,12,20,2,45
263,IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6171,2019,9,3,4,55,16,10,11,15
264,Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,2 stops,No info,12303,2019,5,21,5,50,20,25,14,35
265,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7695,2019,3,21,11,40,1,35,13,55
266,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5684,2019,6,24,11,25,1,30,14,5
267,Air India,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,8366,2019,12,6,16,50,7,55,15,5
268,Air India,2019-01-03,Chennai,Kolkata,MAA → CCU,non-stop,No info,19630,2019,1,3,11,40,13,55,2,15
269,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,13502,2019,6,3,14,5,5,5,15,0
270,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,1,5,21,10,10,5,12,55
271,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6513,2019,12,6,7,10,16,10,9,0
272,Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9929,2019,1,6,7,0,19,15,12,15
273,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,2 stops,No info,18275,2019,6,6,17,50,1,30,7,40
274,Air India,2019-09-04,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,4487,2019,9,4,6,5,9,25,27,20
275,IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,3,15,21,20,22,45,1,25
276,Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2575,2019,3,27,6,20,7,40,1,20
277,SpiceJet,2019-12-06,Kolkata,Banglore,CCU → IXB → BLR,1 stop,No info,8224,2019,12,6,15,55,21,25,5,30
278,Air India,2019-09-03,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,8991,2019,9,3,20,30,8,15,11,45
279,IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,non-stop,No info,5000,2019,6,24,5,35,8,50,3,15
280,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8529,2019,12,6,18,55,19,50,24,55
281,Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,14042,2019,3,3,6,5,9,25,27,20
282,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4030,2019,5,24,11,10,14,5,2,55
283,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,6,6,18,55,12,0,17,5
284,IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,6,5,21,25,0,5,2,40
285,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,7308,2019,5,27,17,30,1,30,8,0
286,IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,12,5,16,55,19,55,3,0
287,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,24,9,0,12,35,27,35
288,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,27,20,55,4,25,7,30
289,Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → JDH → DEL,2 stops,No info,12778,2019,12,3,17,25,16,20,22,55
290,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14871,2019,3,3,4,45,13,20,8,35
291,Air India,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,2 stops,No info,8708,2019,3,21,13,20,19,15,29,55
292,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,6,6,20,0,18,15,22,15
293,SpiceJet,2019-06-03,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,4129,2019,6,3,5,45,7,5,1,20
294,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,5,18,21,25,0,5,2,40
295,Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,6,5,8,20,11,20,3,0
296,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,7832,2019,3,21,7,0,19,10,12,10
297,SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,non-stop,No info,3859,2019,3,18,9,30,12,5,2,35
298,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9001,2019,6,6,7,30,19,15,11,45
299,Vistara,2019-09-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4878,2019,9,5,17,0,19,35,2,35
300,IndiGo,2019-03-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,3,5,2,35,4,5,1,30
301,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,4668,2019,6,27,7,0,9,40,2,40
302,Air Asia,2019-12-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,5216,2019,12,5,10,20,12,55,2,35
303,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,10368,2019,6,6,5,30,4,25,22,55
304,IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,8146,2019,9,3,6,40,21,20,14,40
305,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12242,2019,3,27,13,0,4,25,15,25
306,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,9134,2019,3,15,8,0,15,15,7,15
307,Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,10939,2019,6,6,13,15,9,25,20,10
308,Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,2 stops,No info,11753,2019,6,6,10,55,7,40,20,45
309,SpiceJet,2019-04-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,4,24,17,10,19,40,2,30
310,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,20,0,19,50,23,50
311,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,3,6,16,0,19,0,27,0
312,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9899,2019,12,6,6,30,12,0,5,30
313,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14871,2019,3,3,9,10,21,0,11,50
314,IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,non-stop,No info,7295,2019,6,3,13,20,15,35,2,15
315,Air India,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13465,2019,6,6,18,45,19,15,24,30
316,SpiceJet,2019-05-21,Chennai,Kolkata,MAA → CCU,non-stop,No check-in baggage included,3543,2019,5,21,17,45,20,5,2,20
317,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7198,2019,6,27,19,0,1,30,6,30
318,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,1,6,8,0,4,25,20,25
319,IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,non-stop,No info,4148,2019,3,15,15,20,17,55,2,35
320,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,8016,2019,6,27,15,15,18,10,2,55
321,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,9,6,22,50,4,25,5,35
322,SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,3841,2019,6,15,14,55,17,25,2,30
323,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → MAA → DEL,1 stop,No info,11507,2019,12,3,9,45,0,30,14,45
324,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,1,5,8,25,20,45,12,20
325,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16079,2019,5,27,17,30,19,0,25,30
326,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,27,22,50,4,25,5,35
327,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15353,2019,6,3,7,30,19,15,11,45
328,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,non-stop,No info,7303,2019,3,24,18,25,21,20,2,55
329,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,1 stop,No info,6197,2019,3,24,15,5,20,45,5,40
330,Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,8996,2019,9,6,9,10,13,15,4,5
331,IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6528,2019,3,21,14,20,22,20,8,0
332,GoAir,2019-09-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4239,2019,9,4,20,55,23,40,2,45
333,IndiGo,2019-12-03,Kolkata,Banglore,CCU → BLR,non-stop,No info,4148,2019,12,3,20,25,23,5,2,40
334,SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3971,2019,5,24,21,10,0,5,2,55
335,Air Asia,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,5192,2019,6,5,7,35,23,30,15,55
336,Jet Airways,2019-09-04,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,9483,2019,9,4,13,25,12,35,23,10
337,Jet Airways,2019-03-06,Delhi,Cochin,DEL → JDH → BOM → COK,2 stops,No info,18804,2019,3,6,11,40,19,0,7,20
338,Air India,2019-06-18,Delhi,Cochin,DEL → COK,non-stop,No info,5201,2019,6,18,5,10,8,0,2,50
339,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16079,2019,5,27,11,30,19,0,7,30
340,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,7229,2019,6,15,19,50,22,50,3,0
341,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6795,2019,5,27,17,45,1,30,7,45
342,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,10953,2019,9,5,9,35,10,55,25,20
343,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,15965,2019,6,24,15,5,1,30,10,25
344,Air India,2019-09-04,Delhi,Cochin,DEL → JDH → BOM → COK,2 stops,No info,9968,2019,9,4,12,55,19,15,30,20
345,IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,6,6,22,15,0,50,2,35
346,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16079,2019,5,27,10,0,19,0,9,0
347,Jet Airways,2019-12-06,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,In-flight meal not included,11507,2019,12,6,21,25,12,35,15,10
348,Air India,2019-09-06,Kolkata,Banglore,CCU → BOM → COK → BLR,2 stops,No info,11542,2019,9,6,9,25,13,45,28,20
349,Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,4,24,17,45,20,45,3,0
350,Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4544,2019,4,27,6,0,8,45,2,45
351,IndiGo,2019-05-15,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6496,2019,5,15,5,10,10,5,4,55
352,IndiGo,2019-06-15,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,6,15,21,25,0,5,2,40
353,Air India,2019-01-03,Banglore,New Delhi,BLR → CCU → DEL,1 stop,No info,13439,2019,1,3,11,5,9,15,22,10
354,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,6540,2019,3,27,18,15,4,25,10,10
355,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,non-stop,No info,4591,2019,1,6,23,30,2,20,2,50
356,IndiGo,2019-03-18,Banglore,New Delhi,BLR → HYD → DEL,1 stop,No info,4437,2019,3,18,16,15,20,35,4,20
357,Air Asia,2019-03-21,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6151,2019,3,21,20,10,7,10,11,0
358,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,7754,2019,6,21,17,45,20,45,3,0
359,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,24,14,0,12,35,22,35
360,Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,non-stop,No info,8016,2019,9,6,18,55,22,0,3,5
361,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,4781,2019,3,24,6,55,9,35,2,40
362,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,4668,2019,6,27,11,30,14,20,2,50
363,Air India,2019-06-03,Banglore,New Delhi,BLR → MAA → DEL,1 stop,No info,14594,2019,6,3,11,50,8,55,21,5
364,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14231,2019,3,24,16,55,4,45,11,50
365,Air India,2019-05-15,Delhi,Cochin,DEL → TRV → COK,1 stop,No info,8425,2019,5,15,5,15,6,50,25,35
366,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,9646,2019,12,6,7,5,22,30,15,25
367,IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,non-stop,No info,7295,2019,3,3,14,40,17,5,2,25
368,Air Asia,2019-09-04,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,5162,2019,9,4,6,50,10,30,3,40
369,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,6860,2019,9,3,18,25,21,20,2,55
370,Vistara,2019-04-15,Delhi,Cochin,DEL → COK,non-stop,No info,6216,2019,4,15,6,0,9,10,3,10
371,Air Asia,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,5192,2019,5,24,7,35,19,25,11,50
372,IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,9,4,20,0,22,50,2,50
373,SpiceJet,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No check-in baggage included,3919,2019,3,4,9,30,12,20,2,50
374,IndiGo,2019-03-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,3,6,19,5,20,35,1,30
375,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9315,2019,9,5,7,30,19,0,11,30
376,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11667,2019,3,27,10,0,18,50,8,50
377,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,6224,2019,12,6,8,25,4,40,20,15
378,Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → GOI → BLR,2 stops,No info,13349,2019,3,24,9,25,5,35,20,10
379,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,11087,2019,3,18,16,55,9,0,16,5
380,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15603,2019,6,3,13,0,1,35,12,35
381,Jet Airways,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,15129,2019,9,5,19,30,12,35,17,5
382,IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,9,4,16,55,19,55,3,0
383,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8452,2019,1,5,7,10,22,40,15,30
384,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12524,2019,6,6,7,30,19,0,11,30
385,SpiceJet,2019-03-27,Chennai,Kolkata,MAA → CCU,non-stop,No info,3384,2019,3,27,17,45,20,5,2,20
386,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,1,6,19,15,19,0,23,45
387,SpiceJet,2019-06-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,1965,2019,6,18,13,15,14,45,1,30
388,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,5,18,22,15,0,50,2,35
389,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16079,2019,5,27,18,15,19,0,24,45
390,Jet Airways,2019-01-06,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,13292,2019,1,6,21,25,19,0,21,35
391,Air Asia,2019-09-05,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6751,2019,9,5,7,55,13,25,5,30
392,Air India,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8669,2019,5,15,7,0,19,15,12,15
393,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14871,2019,3,3,17,30,1,35,8,5
394,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,21,14,0,19,0,5,0
395,SpiceJet,2019-06-06,Banglore,Delhi,BLR → DEL,non-stop,No check-in baggage included,3919,2019,6,6,9,30,12,20,2,50
396,Multiple carriers,2019-01-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,36983,2019,1,3,12,50,19,15,6,25
397,IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,3,6,19,35,21,55,2,20
398,Air India,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,10741,2019,9,3,17,0,19,45,2,45
399,Air India,2019-06-06,Kolkata,Banglore,CCU → BOM → GOI → BLR,2 stops,No info,11432,2019,6,6,16,50,5,35,12,45
400,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,11087,2019,12,3,18,55,10,45,15,50
401,Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,13292,2019,3,6,9,35,12,35,27,0
402,Air India,2019-06-15,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,3 stops,No info,10493,2019,6,15,5,15,7,40,26,25
403,GoAir,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,7631,2019,9,3,7,45,10,40,2,55
404,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,13381,2019,6,6,6,50,7,40,24,50
405,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13731,2019,6,6,20,0,4,40,8,40
406,Air India,2019-05-21,Delhi,Cochin,DEL → BHO → BOM → COK,2 stops,No info,11911,2019,5,21,5,55,7,40,25,45
407,IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,non-stop,No info,4591,2019,4,18,23,30,2,20,2,50
